inst_i,inst_j,weight
https://openalex.org/I118564535,https://openalex.org/I66946132,360
https://openalex.org/I161593684,https://openalex.org/I202697423,348
https://openalex.org/I161593684,https://openalex.org/I66946132,501
https://openalex.org/I5023651,https://openalex.org/I95793202,58
https://openalex.org/I186903577,https://openalex.org/I89864525,114
https://openalex.org/I45129253,https://openalex.org/I89864525,23
https://openalex.org/I153976015,https://openalex.org/I159176309,111
https://openalex.org/I153976015,https://openalex.org/I181369854,71
https://openalex.org/I153976015,https://openalex.org/I182534213,195
https://openalex.org/I153976015,https://openalex.org/I46247651,24
https://openalex.org/I159176309,https://openalex.org/I182534213,195
https://openalex.org/I181369854,https://openalex.org/I182534213,68
https://openalex.org/I181369854,https://openalex.org/I46247651,47
https://openalex.org/I182534213,https://openalex.org/I99464096,589
https://openalex.org/I205783295,https://openalex.org/I46247651,187
https://openalex.org/I46247651,https://openalex.org/I99464096,155
https://openalex.org/I193662353,https://openalex.org/I4210105615,71
https://openalex.org/I4210111460,https://openalex.org/I99464096,135
https://openalex.org/I114457229,https://openalex.org/I45084792,262
https://openalex.org/I254029264,https://openalex.org/I9360294,6
https://openalex.org/I103320735,https://openalex.org/I4210155236,541
https://openalex.org/I136199984,https://openalex.org/I904495901,433
https://openalex.org/I21491767,https://openalex.org/I60668342,63
https://openalex.org/I190082696,https://openalex.org/I3018771216,14
https://openalex.org/I193223587,https://openalex.org/I3018771216,21
https://openalex.org/I193223587,https://openalex.org/I62916508,257
https://openalex.org/I11932220,https://openalex.org/I24354313,84
https://openalex.org/I170486558,https://openalex.org/I24354313,116
https://openalex.org/I204337017,https://openalex.org/I24354313,131
https://openalex.org/I24354313,https://openalex.org/I32021983,45
https://openalex.org/I24354313,https://openalex.org/I40120149,226
https://openalex.org/I17866349,https://openalex.org/I2802164966,88
https://openalex.org/I17866349,https://openalex.org/I4210108711,68
https://openalex.org/I17866349,https://openalex.org/I7877124,107
https://openalex.org/I1294671590,https://openalex.org/I167360494,284
https://openalex.org/I133731052,https://openalex.org/I3018134672,427
https://openalex.org/I166825849,https://openalex.org/I3018134672,242
https://openalex.org/I106118109,https://openalex.org/I135140700,35
https://openalex.org/I181369854,https://openalex.org/I32597200,265
https://openalex.org/I2801533059,https://openalex.org/I32597200,24
https://openalex.org/I32597200,https://openalex.org/I8204097,269
https://openalex.org/I904495901,https://openalex.org/I98358874,83
https://openalex.org/I151201029,https://openalex.org/I189712700,33
https://openalex.org/I151201029,https://openalex.org/I66946132,143
https://openalex.org/I141596103,https://openalex.org/I68956291,142
https://openalex.org/I3018134672,https://openalex.org/I3018771216,948
https://openalex.org/I3018771216,https://openalex.org/I4210139777,96
https://openalex.org/I202697423,https://openalex.org/I277688954,770
https://openalex.org/I106118109,https://openalex.org/I2801227569,14
https://openalex.org/I106118109,https://openalex.org/I5593406,6
https://openalex.org/I114090438,https://openalex.org/I5593406,3
https://openalex.org/I190082696,https://openalex.org/I2801227569,21
https://openalex.org/I190082696,https://openalex.org/I5593406,15
https://openalex.org/I190082696,https://openalex.org/I887064364,245
https://openalex.org/I190249584,https://openalex.org/I5593406,11
https://openalex.org/I190249584,https://openalex.org/I913958620,65
https://openalex.org/I2801227569,https://openalex.org/I5593406,10
https://openalex.org/I2801227569,https://openalex.org/I865915315,321
https://openalex.org/I2801227569,https://openalex.org/I887064364,639
https://openalex.org/I5593406,https://openalex.org/I865915315,37
https://openalex.org/I5593406,https://openalex.org/I887064364,15
https://openalex.org/I5593406,https://openalex.org/I913958620,19
https://openalex.org/I5593406,https://openalex.org/I99464096,40
https://openalex.org/I111088046,https://openalex.org/I177802217,21
https://openalex.org/I2802934949,https://openalex.org/I68956291,48
https://openalex.org/I34352273,https://openalex.org/I68956291,77
https://openalex.org/I4577782,https://openalex.org/I46247651,82
https://openalex.org/I4210120221,https://openalex.org/I4210138519,34
https://openalex.org/I904495901,https://openalex.org/I99464096,405
https://openalex.org/I31512782,https://openalex.org/I4210089242,13
https://openalex.org/I31512782,https://openalex.org/I44260953,97
https://openalex.org/I31512782,https://openalex.org/I62318514,511
https://openalex.org/I114090438,https://openalex.org/I2801697266,12
https://openalex.org/I197323543,https://openalex.org/I2801697266,6
https://openalex.org/I223822909,https://openalex.org/I2801697266,26
https://openalex.org/I22465464,https://openalex.org/I2801697266,8
https://openalex.org/I22465464,https://openalex.org/I4210111460,54
https://openalex.org/I22465464,https://openalex.org/I76198965,233
https://openalex.org/I2801697266,https://openalex.org/I2802164966,8
https://openalex.org/I2801697266,https://openalex.org/I34809795,5
https://openalex.org/I2801697266,https://openalex.org/I4210094062,3
https://openalex.org/I2801697266,https://openalex.org/I4210100468,2
https://openalex.org/I2801697266,https://openalex.org/I4210103666,1
https://openalex.org/I2801697266,https://openalex.org/I4210111460,6
https://openalex.org/I2801697266,https://openalex.org/I4210134900,4
https://openalex.org/I2801697266,https://openalex.org/I4210162051,1
https://openalex.org/I2801697266,https://openalex.org/I60668342,17
https://openalex.org/I2801697266,https://openalex.org/I76198965,3
https://openalex.org/I2801697266,https://openalex.org/I926574661,12
https://openalex.org/I2801697266,https://openalex.org/I9341345,3
https://openalex.org/I34809795,https://openalex.org/I76198965,212
https://openalex.org/I4210094062,https://openalex.org/I76198965,68
https://openalex.org/I4210100468,https://openalex.org/I76198965,66
https://openalex.org/I4210103666,https://openalex.org/I60668342,142
https://openalex.org/I4210103666,https://openalex.org/I76198965,85
https://openalex.org/I4210111460,https://openalex.org/I60668342,66
https://openalex.org/I4210111460,https://openalex.org/I76198965,30
https://openalex.org/I60668342,https://openalex.org/I76198965,130
https://openalex.org/I76198965,https://openalex.org/I9341345,124
https://openalex.org/I126596746,https://openalex.org/I131729948,52
https://openalex.org/I126596746,https://openalex.org/I4210122071,1031
https://openalex.org/I126596746,https://openalex.org/I4210162051,39
https://openalex.org/I126596746,https://openalex.org/I57206974,190
https://openalex.org/I131729948,https://openalex.org/I157614274,22
https://openalex.org/I131729948,https://openalex.org/I197323543,36
https://openalex.org/I131729948,https://openalex.org/I4210094062,11
https://openalex.org/I131729948,https://openalex.org/I4210122071,39
https://openalex.org/I131729948,https://openalex.org/I899635006,105
https://openalex.org/I138689650,https://openalex.org/I4210122071,122
https://openalex.org/I138689650,https://openalex.org/I4210162051,87
https://openalex.org/I154130895,https://openalex.org/I4210122071,20
https://openalex.org/I154526488,https://openalex.org/I4210122071,265
https://openalex.org/I157614274,https://openalex.org/I4210122071,54
https://openalex.org/I185261750,https://openalex.org/I4210122071,85
https://openalex.org/I197323543,https://openalex.org/I4210122071,52
https://openalex.org/I39343248,https://openalex.org/I4210122071,68
https://openalex.org/I4210094062,https://openalex.org/I4210122071,20
https://openalex.org/I4210094062,https://openalex.org/I57206974,37
https://openalex.org/I4210122071,https://openalex.org/I4210162051,9
https://openalex.org/I4210122071,https://openalex.org/I57206974,16
https://openalex.org/I4210122071,https://openalex.org/I75951250,49
https://openalex.org/I4210122071,https://openalex.org/I7877124,206
https://openalex.org/I4210122071,https://openalex.org/I887064364,101
https://openalex.org/I4210122071,https://openalex.org/I899635006,17
https://openalex.org/I106157433,https://openalex.org/I114457229,16
https://openalex.org/I114457229,https://openalex.org/I904495901,231
https://openalex.org/I170658231,https://openalex.org/I197323543,57
https://openalex.org/I102197404,https://openalex.org/I114457229,588
https://openalex.org/I102197404,https://openalex.org/I118501908,45
https://openalex.org/I102197404,https://openalex.org/I141596103,196
https://openalex.org/I114457229,https://openalex.org/I118501908,37
https://openalex.org/I114457229,https://openalex.org/I141596103,582
https://openalex.org/I114457229,https://openalex.org/I24603500,420
https://openalex.org/I118501908,https://openalex.org/I1294671590,496
https://openalex.org/I118501908,https://openalex.org/I141596103,70
https://openalex.org/I118501908,https://openalex.org/I277688954,163
https://openalex.org/I159176309,https://openalex.org/I5561750,97
https://openalex.org/I189158943,https://openalex.org/I4210162138,4
https://openalex.org/I2799391451,https://openalex.org/I5561750,36
https://openalex.org/I34809795,https://openalex.org/I5561750,37
https://openalex.org/I4210108711,https://openalex.org/I5561750,38
https://openalex.org/I4210111460,https://openalex.org/I5561750,6
https://openalex.org/I4210162138,https://openalex.org/I5561750,1
https://openalex.org/I4210162138,https://openalex.org/I861853513,4
https://openalex.org/I5561750,https://openalex.org/I861853513,2103
https://openalex.org/I114457229,https://openalex.org/I157614274,181
https://openalex.org/I114457229,https://openalex.org/I51601045,67
https://openalex.org/I114457229,https://openalex.org/I91712215,59
https://openalex.org/I157614274,https://openalex.org/I4210088462,12
https://openalex.org/I157614274,https://openalex.org/I4210100468,157
https://openalex.org/I157614274,https://openalex.org/I51601045,257
https://openalex.org/I4210088462,https://openalex.org/I4210100468,25
https://openalex.org/I4210088462,https://openalex.org/I5023651,7
https://openalex.org/I4210088462,https://openalex.org/I51601045,3
https://openalex.org/I5023651,https://openalex.org/I91712215,60
https://openalex.org/I51601045,https://openalex.org/I91712215,29
https://openalex.org/I126231945,https://openalex.org/I133731052,259
https://openalex.org/I126231945,https://openalex.org/I159129438,24
https://openalex.org/I126231945,https://openalex.org/I23923803,346
https://openalex.org/I126231945,https://openalex.org/I70931966,117
https://openalex.org/I159129438,https://openalex.org/I185261750,416
https://openalex.org/I23923803,https://openalex.org/I70931966,203
https://openalex.org/I176453806,https://openalex.org/I887064364,226
https://openalex.org/I118564535,https://openalex.org/I177802217,89
https://openalex.org/I202697423,https://openalex.org/I2802076133,60
https://openalex.org/I202697423,https://openalex.org/I4387153937,30
https://openalex.org/I2802076133,https://openalex.org/I8204097,66
https://openalex.org/I4387153937,https://openalex.org/I8204097,29
https://openalex.org/I114090438,https://openalex.org/I4210098324,10
https://openalex.org/I161046081,https://openalex.org/I4210098324,635
https://openalex.org/I106157433,https://openalex.org/I155976169,42
https://openalex.org/I106157433,https://openalex.org/I161046081,106
https://openalex.org/I106157433,https://openalex.org/I181369854,71
https://openalex.org/I106157433,https://openalex.org/I25974101,99
https://openalex.org/I106157433,https://openalex.org/I2799391451,8
https://openalex.org/I106157433,https://openalex.org/I34809795,22
https://openalex.org/I106157433,https://openalex.org/I4210103666,14
https://openalex.org/I106157433,https://openalex.org/I4210108711,41
https://openalex.org/I106157433,https://openalex.org/I4210153755,12
https://openalex.org/I106157433,https://openalex.org/I7877124,44
https://openalex.org/I106157433,https://openalex.org/I8087733,105
https://openalex.org/I106157433,https://openalex.org/I91712215,57
https://openalex.org/I106157433,https://openalex.org/I926574661,84
https://openalex.org/I155976169,https://openalex.org/I181369854,102
https://openalex.org/I155976169,https://openalex.org/I25974101,39
https://openalex.org/I155976169,https://openalex.org/I62916508,146
https://openalex.org/I155976169,https://openalex.org/I926574661,117
https://openalex.org/I193700539,https://openalex.org/I205783295,44
https://openalex.org/I102134673,https://openalex.org/I123387679,2283
https://openalex.org/I8961855,https://openalex.org/I99464096,151
https://openalex.org/I204250578,https://openalex.org/I4210103666,54
https://openalex.org/I1294671590,https://openalex.org/I94509681,542
https://openalex.org/I17866349,https://openalex.org/I193619901,9
https://openalex.org/I17866349,https://openalex.org/I94509681,70
https://openalex.org/I193619901,https://openalex.org/I25974101,45
https://openalex.org/I193619901,https://openalex.org/I94509681,48
https://openalex.org/I25974101,https://openalex.org/I94509681,94
https://openalex.org/I100066346,https://openalex.org/I103531236,3
https://openalex.org/I103531236,https://openalex.org/I157725225,178
https://openalex.org/I103531236,https://openalex.org/I187531555,18
https://openalex.org/I103531236,https://openalex.org/I32597200,16
https://openalex.org/I103531236,https://openalex.org/I45129253,70
https://openalex.org/I103531236,https://openalex.org/I74656192,14
https://openalex.org/I103531236,https://openalex.org/I95674353,4
https://openalex.org/I2799391451,https://openalex.org/I4210139777,134
https://openalex.org/I161046081,https://openalex.org/I79238269,66
https://openalex.org/I197323543,https://openalex.org/I79238269,63
https://openalex.org/I25974101,https://openalex.org/I79238269,27
https://openalex.org/I2802164966,https://openalex.org/I79238269,48
https://openalex.org/I3018771216,https://openalex.org/I79238269,36
https://openalex.org/I4210094062,https://openalex.org/I79238269,31
https://openalex.org/I4210100364,https://openalex.org/I79238269,1
https://openalex.org/I4210111460,https://openalex.org/I79238269,4
https://openalex.org/I4210119759,https://openalex.org/I79238269,32
https://openalex.org/I4210139777,https://openalex.org/I79238269,6
https://openalex.org/I4210162051,https://openalex.org/I79238269,13
https://openalex.org/I78650965,https://openalex.org/I79238269,62
https://openalex.org/I79238269,https://openalex.org/I8204097,112
https://openalex.org/I137533716,https://openalex.org/I40527276,21
https://openalex.org/I40527276,https://openalex.org/I8087733,25
https://openalex.org/I190249584,https://openalex.org/I78650965,220
https://openalex.org/I200763008,https://openalex.org/I913958620,70
https://openalex.org/I200763008,https://openalex.org/I97565354,77
https://openalex.org/I4210089242,https://openalex.org/I913958620,53
https://openalex.org/I1850255,https://openalex.org/I4210094062,116
https://openalex.org/I187531555,https://openalex.org/I4210094062,80
https://openalex.org/I160013858,https://openalex.org/I4210087915,11
https://openalex.org/I160013858,https://openalex.org/I8204097,100
https://openalex.org/I1290190913,https://openalex.org/I161103922,30
https://openalex.org/I173304897,https://openalex.org/I62318514,16
https://openalex.org/I173304897,https://openalex.org/I71999127,897
https://openalex.org/I154526488,https://openalex.org/I4665924,175
https://openalex.org/I4665924,https://openalex.org/I887064364,56
https://openalex.org/I861853513,https://openalex.org/I887968799,235
https://openalex.org/I138006243,https://openalex.org/I161103922,106
https://openalex.org/I138006243,https://openalex.org/I66752286,92
https://openalex.org/I138006243,https://openalex.org/I9341345,38
https://openalex.org/I161103922,https://openalex.org/I66752286,16
https://openalex.org/I114090438,https://openalex.org/I120691247,35
https://openalex.org/I120691247,https://openalex.org/I159176309,53
https://openalex.org/I120691247,https://openalex.org/I17937529,15
https://openalex.org/I120691247,https://openalex.org/I180923762,68
https://openalex.org/I120691247,https://openalex.org/I223822909,34
https://openalex.org/I120691247,https://openalex.org/I2799391451,14
https://openalex.org/I120691247,https://openalex.org/I2802164966,19
https://openalex.org/I120691247,https://openalex.org/I4210086161,13
https://openalex.org/I120691247,https://openalex.org/I4210108587,5
https://openalex.org/I120691247,https://openalex.org/I4210108711,22
https://openalex.org/I120691247,https://openalex.org/I4210111460,9
https://openalex.org/I120691247,https://openalex.org/I4210119759,15
https://openalex.org/I120691247,https://openalex.org/I4210131029,5
https://openalex.org/I120691247,https://openalex.org/I4210156283,8
https://openalex.org/I120691247,https://openalex.org/I4210162138,10
https://openalex.org/I120691247,https://openalex.org/I44260953,33
https://openalex.org/I120691247,https://openalex.org/I7877124,37
https://openalex.org/I120691247,https://openalex.org/I8087733,38
https://openalex.org/I180923762,https://openalex.org/I4210131029,25
https://openalex.org/I2799391451,https://openalex.org/I4210108587,31
https://openalex.org/I2799391451,https://openalex.org/I4210156283,64
https://openalex.org/I4210086161,https://openalex.org/I4210108587,31
https://openalex.org/I4210086161,https://openalex.org/I4210156283,43
https://openalex.org/I4210108587,https://openalex.org/I4210111460,33
https://openalex.org/I4210108587,https://openalex.org/I4210131029,14
https://openalex.org/I4210108587,https://openalex.org/I4210156283,13
https://openalex.org/I4210108587,https://openalex.org/I4210162138,35
https://openalex.org/I4210108587,https://openalex.org/I44260953,73
https://openalex.org/I4210108587,https://openalex.org/I8087733,26
https://openalex.org/I4210131029,https://openalex.org/I4210156283,21
https://openalex.org/I4210156283,https://openalex.org/I8087733,111
https://openalex.org/I135140700,https://openalex.org/I181343428,137
https://openalex.org/I200763008,https://openalex.org/I201448701,76
https://openalex.org/I201448701,https://openalex.org/I90610280,84
https://openalex.org/I167360494,https://openalex.org/I190082696,10
https://openalex.org/I167360494,https://openalex.org/I20121455,81
https://openalex.org/I167360494,https://openalex.org/I31512782,90
https://openalex.org/I167360494,https://openalex.org/I45084792,11
https://openalex.org/I167360494,https://openalex.org/I62916508,249
https://openalex.org/I167360494,https://openalex.org/I66752286,3
https://openalex.org/I171892758,https://openalex.org/I190082696,24
https://openalex.org/I171892758,https://openalex.org/I20121455,129
https://openalex.org/I171892758,https://openalex.org/I66752286,118
https://openalex.org/I190082696,https://openalex.org/I20121455,44
https://openalex.org/I190082696,https://openalex.org/I31512782,28
https://openalex.org/I190082696,https://openalex.org/I45084792,106
https://openalex.org/I190082696,https://openalex.org/I66752286,143
https://openalex.org/I20121455,https://openalex.org/I66752286,46
https://openalex.org/I31512782,https://openalex.org/I66752286,17
https://openalex.org/I45084792,https://openalex.org/I66752286,802
https://openalex.org/I4210108587,https://openalex.org/I4210153755,61
https://openalex.org/I135140700,https://openalex.org/I149704539,9
https://openalex.org/I135140700,https://openalex.org/I51601045,35
https://openalex.org/I149704539,https://openalex.org/I204250578,45
https://openalex.org/I149704539,https://openalex.org/I4210103666,5
https://openalex.org/I149704539,https://openalex.org/I51601045,82
https://openalex.org/I157614274,https://openalex.org/I4210103666,35
https://openalex.org/I161103922,https://openalex.org/I51601045,22
https://openalex.org/I165779595,https://openalex.org/I51601045,155
https://openalex.org/I169381384,https://openalex.org/I51601045,136
https://openalex.org/I189158943,https://openalex.org/I51601045,65
https://openalex.org/I204250578,https://openalex.org/I2802164966,146
https://openalex.org/I22465464,https://openalex.org/I51601045,46
https://openalex.org/I28166907,https://openalex.org/I51601045,85
https://openalex.org/I34352273,https://openalex.org/I51601045,97
https://openalex.org/I4210103666,https://openalex.org/I51601045,7
https://openalex.org/I159176309,https://openalex.org/I76198965,438
https://openalex.org/I187531555,https://openalex.org/I4210134900,75
https://openalex.org/I187531555,https://openalex.org/I76198965,113
https://openalex.org/I4210108711,https://openalex.org/I76198965,214
https://openalex.org/I136199984,https://openalex.org/I4210109289,5
https://openalex.org/I136199984,https://openalex.org/I4210133912,40
https://openalex.org/I149704539,https://openalex.org/I171892758,4
https://openalex.org/I149704539,https://openalex.org/I25974101,17
https://openalex.org/I149704539,https://openalex.org/I4210087915,128
https://openalex.org/I149704539,https://openalex.org/I57206974,55
https://openalex.org/I149704539,https://openalex.org/I8087733,18
https://openalex.org/I149704539,https://openalex.org/I887064364,102
https://openalex.org/I171892758,https://openalex.org/I25974101,99
https://openalex.org/I171892758,https://openalex.org/I2802934949,50
https://openalex.org/I171892758,https://openalex.org/I4210109289,1
https://openalex.org/I171892758,https://openalex.org/I95793202,116
https://openalex.org/I193662353,https://openalex.org/I4210109289,4
https://openalex.org/I193662353,https://openalex.org/I4210133912,8
https://openalex.org/I193662353,https://openalex.org/I95793202,37
https://openalex.org/I204250578,https://openalex.org/I4210105615,29
https://openalex.org/I204250578,https://openalex.org/I4210109289,2
https://openalex.org/I204250578,https://openalex.org/I4210133912,10
https://openalex.org/I204250578,https://openalex.org/I4432739,169
https://openalex.org/I204250578,https://openalex.org/I57206974,747
https://openalex.org/I204250578,https://openalex.org/I887968799,247
https://openalex.org/I25974101,https://openalex.org/I4210109289,6
https://openalex.org/I25974101,https://openalex.org/I4210133912,21
https://openalex.org/I34352273,https://openalex.org/I57206974,147
https://openalex.org/I4210087915,https://openalex.org/I4210109289,4
https://openalex.org/I4210087915,https://openalex.org/I4210133912,28
https://openalex.org/I4210109289,https://openalex.org/I57206974,3
https://openalex.org/I4210109289,https://openalex.org/I8087733,11
https://openalex.org/I4210109289,https://openalex.org/I887064364,1
https://openalex.org/I4210133912,https://openalex.org/I57206974,8
https://openalex.org/I4210133912,https://openalex.org/I887064364,19
https://openalex.org/I4432739,https://openalex.org/I57206974,129
https://openalex.org/I4210110507,https://openalex.org/I98358874,10
https://openalex.org/I54009628,https://openalex.org/I98358874,18
https://openalex.org/I181369854,https://openalex.org/I20121455,110
https://openalex.org/I20121455,https://openalex.org/I268975460,18
https://openalex.org/I20121455,https://openalex.org/I2801533059,27
https://openalex.org/I20121455,https://openalex.org/I2802164966,266
https://openalex.org/I20121455,https://openalex.org/I39343248,213
https://openalex.org/I20121455,https://openalex.org/I4210108711,139
https://openalex.org/I20121455,https://openalex.org/I4210119759,39
https://openalex.org/I20121455,https://openalex.org/I4210153755,72
https://openalex.org/I20121455,https://openalex.org/I7877124,267
https://openalex.org/I20121455,https://openalex.org/I887968799,168
https://openalex.org/I20121455,https://openalex.org/I9341345,83
https://openalex.org/I268975460,https://openalex.org/I39343248,65
https://openalex.org/I16835326,https://openalex.org/I177802217,6
https://openalex.org/I16835326,https://openalex.org/I180923762,100
https://openalex.org/I16835326,https://openalex.org/I25974101,271
https://openalex.org/I16835326,https://openalex.org/I78650965,74
https://openalex.org/I16835326,https://openalex.org/I7877124,15
https://openalex.org/I159176309,https://openalex.org/I20581793,55
https://openalex.org/I1850255,https://openalex.org/I51601045,68
https://openalex.org/I114090438,https://openalex.org/I1308524038,14
https://openalex.org/I1308524038,https://openalex.org/I25974101,12
https://openalex.org/I21449261,https://openalex.org/I2801227569,65
https://openalex.org/I4210162051,https://openalex.org/I68956291,144
https://openalex.org/I124055696,https://openalex.org/I4210111460,121
https://openalex.org/I106157433,https://openalex.org/I114112103,147
https://openalex.org/I106157433,https://openalex.org/I22465464,99
https://openalex.org/I106157433,https://openalex.org/I74656192,453
https://openalex.org/I114112103,https://openalex.org/I22465464,151
https://openalex.org/I114112103,https://openalex.org/I25974101,101
https://openalex.org/I114112103,https://openalex.org/I2802076133,32
https://openalex.org/I114112103,https://openalex.org/I4665924,93
https://openalex.org/I114112103,https://openalex.org/I62916508,268
https://openalex.org/I114112103,https://openalex.org/I68956291,175
https://openalex.org/I114112103,https://openalex.org/I74656192,251
https://openalex.org/I25974101,https://openalex.org/I2802076133,63
https://openalex.org/I25974101,https://openalex.org/I68956291,189
https://openalex.org/I2802076133,https://openalex.org/I4665924,15
https://openalex.org/I2802076133,https://openalex.org/I8087733,46
https://openalex.org/I159176309,https://openalex.org/I4210098324,12
https://openalex.org/I223822909,https://openalex.org/I4210098324,29
https://openalex.org/I4210098324,https://openalex.org/I4210105615,13
https://openalex.org/I4210098324,https://openalex.org/I4210108711,11
https://openalex.org/I4210098324,https://openalex.org/I62916508,8
https://openalex.org/I4210098324,https://openalex.org/I8087733,12
https://openalex.org/I151201029,https://openalex.org/I173911158,152
https://openalex.org/I161103922,https://openalex.org/I173911158,7
https://openalex.org/I173911158,https://openalex.org/I74656192,74
https://openalex.org/I78650965,https://openalex.org/I83019370,120
https://openalex.org/I114090438,https://openalex.org/I1341412227,16
https://openalex.org/I34809795,https://openalex.org/I865915315,104
https://openalex.org/I114090438,https://openalex.org/I258800397,9
https://openalex.org/I124055696,https://openalex.org/I258800397,17
https://openalex.org/I129774422,https://openalex.org/I159176309,468
https://openalex.org/I129774422,https://openalex.org/I258800397,3
https://openalex.org/I129774422,https://openalex.org/I4210108711,112
https://openalex.org/I129774422,https://openalex.org/I865915315,201
https://openalex.org/I154526488,https://openalex.org/I258800397,26
https://openalex.org/I159176309,https://openalex.org/I258800397,7
https://openalex.org/I161103922,https://openalex.org/I258800397,1
https://openalex.org/I185261750,https://openalex.org/I258800397,18
https://openalex.org/I202697423,https://openalex.org/I258800397,9
https://openalex.org/I258800397,https://openalex.org/I4210108711,7
https://openalex.org/I258800397,https://openalex.org/I75951250,14
https://openalex.org/I258800397,https://openalex.org/I865915315,20
https://openalex.org/I258800397,https://openalex.org/I926574661,4
https://openalex.org/I258800397,https://openalex.org/I97565354,2
https://openalex.org/I187531555,https://openalex.org/I51601045,156
https://openalex.org/I51601045,https://openalex.org/I76198965,28
https://openalex.org/I121797337,https://openalex.org/I180923762,462
https://openalex.org/I121797337,https://openalex.org/I32597200,439
https://openalex.org/I180923762,https://openalex.org/I66946132,144
https://openalex.org/I204337017,https://openalex.org/I2738703131,371
https://openalex.org/I204337017,https://openalex.org/I4210128565,280
https://openalex.org/I2738703131,https://openalex.org/I76198965,138
https://openalex.org/I277688954,https://openalex.org/I66946132,399
https://openalex.org/I32597200,https://openalex.org/I66946132,281
https://openalex.org/I4210128565,https://openalex.org/I76198965,49
https://openalex.org/I66946132,https://openalex.org/I76198965,50
https://openalex.org/I123387679,https://openalex.org/I899635006,271
https://openalex.org/I182534213,https://openalex.org/I4210103666,27
https://openalex.org/I2738703131,https://openalex.org/I4210103666,26
https://openalex.org/I135140700,https://openalex.org/I90610280,3
https://openalex.org/I114112103,https://openalex.org/I223822909,140
https://openalex.org/I20581793,https://openalex.org/I22465464,14
https://openalex.org/I76198965,https://openalex.org/I865915315,89
https://openalex.org/I166825849,https://openalex.org/I4210134900,22
https://openalex.org/I124055696,https://openalex.org/I193223587,121
https://openalex.org/I166825849,https://openalex.org/I204337017,270
https://openalex.org/I204250578,https://openalex.org/I204337017,138
https://openalex.org/I204337017,https://openalex.org/I39422238,82
https://openalex.org/I153718931,https://openalex.org/I34809795,67
https://openalex.org/I180923762,https://openalex.org/I202391551,59
https://openalex.org/I202391551,https://openalex.org/I241749,190
https://openalex.org/I154526488,https://openalex.org/I268975460,85
https://openalex.org/I2613432,https://openalex.org/I268975460,3
https://openalex.org/I2613432,https://openalex.org/I8204097,112
https://openalex.org/I54009628,https://openalex.org/I75951250,145
https://openalex.org/I103320735,https://openalex.org/I277688954,158
https://openalex.org/I103320735,https://openalex.org/I8204097,173
https://openalex.org/I103320735,https://openalex.org/I861853513,2754
https://openalex.org/I277688954,https://openalex.org/I4210100468,164
https://openalex.org/I277688954,https://openalex.org/I9341345,142
https://openalex.org/I34352273,https://openalex.org/I861853513,176
https://openalex.org/I133731052,https://openalex.org/I145847075,124
https://openalex.org/I145847075,https://openalex.org/I166825849,42
https://openalex.org/I145847075,https://openalex.org/I190249584,359
https://openalex.org/I162148367,https://openalex.org/I97565354,47
https://openalex.org/I20581793,https://openalex.org/I97565354,37
https://openalex.org/I24603500,https://openalex.org/I97565354,47
https://openalex.org/I1850255,https://openalex.org/I4210133912,46
https://openalex.org/I200777214,https://openalex.org/I4210133912,12
https://openalex.org/I4210133912,https://openalex.org/I51601045,15
https://openalex.org/I138801177,https://openalex.org/I95674353,16
https://openalex.org/I193223587,https://openalex.org/I76198965,57
https://openalex.org/I161103922,https://openalex.org/I99464096,253
https://openalex.org/I31512782,https://openalex.org/I865915315,41
https://openalex.org/I31512782,https://openalex.org/I887968799,391
https://openalex.org/I129877168,https://openalex.org/I184942183,55
https://openalex.org/I129877168,https://openalex.org/I1850255,39
https://openalex.org/I129877168,https://openalex.org/I189712700,41
https://openalex.org/I129877168,https://openalex.org/I20121455,89
https://openalex.org/I129877168,https://openalex.org/I22465464,161
https://openalex.org/I129877168,https://openalex.org/I4210088462,11
https://openalex.org/I129877168,https://openalex.org/I4210105615,26
https://openalex.org/I129877168,https://openalex.org/I4210108711,153
https://openalex.org/I129877168,https://openalex.org/I89864525,12
https://openalex.org/I159176309,https://openalex.org/I180437899,681
https://openalex.org/I159176309,https://openalex.org/I4210088462,726
https://openalex.org/I159176309,https://openalex.org/I89864525,121
https://openalex.org/I180437899,https://openalex.org/I20121455,213
https://openalex.org/I180437899,https://openalex.org/I4210105615,23
https://openalex.org/I180437899,https://openalex.org/I4210108711,130
https://openalex.org/I180437899,https://openalex.org/I89864525,65
https://openalex.org/I180437899,https://openalex.org/I904495901,219
https://openalex.org/I184942183,https://openalex.org/I20121455,46
https://openalex.org/I184942183,https://openalex.org/I89864525,16
https://openalex.org/I184942183,https://openalex.org/I904495901,125
https://openalex.org/I1850255,https://openalex.org/I89864525,37
https://openalex.org/I1850255,https://openalex.org/I904495901,291
https://openalex.org/I189712700,https://openalex.org/I20121455,140
https://openalex.org/I189712700,https://openalex.org/I2802164966,60
https://openalex.org/I189712700,https://openalex.org/I89864525,49
https://openalex.org/I197323543,https://openalex.org/I89864525,74
https://openalex.org/I20121455,https://openalex.org/I202697423,131
https://openalex.org/I20121455,https://openalex.org/I4210088462,8
https://openalex.org/I20121455,https://openalex.org/I4210105615,26
https://openalex.org/I20121455,https://openalex.org/I78650965,147
https://openalex.org/I20121455,https://openalex.org/I89864525,40
https://openalex.org/I202697423,https://openalex.org/I89864525,111
