inst_i,inst_j,weight
https://openalex.org/I193700539,https://openalex.org/I70931966,15
https://openalex.org/I106157433,https://openalex.org/I63274643,17
https://openalex.org/I153267046,https://openalex.org/I16835326,16
https://openalex.org/I135140700,https://openalex.org/I4210121044,8
https://openalex.org/I204250578,https://openalex.org/I40413290,8
https://openalex.org/I4210089242,https://openalex.org/I4210122071,6
https://openalex.org/I157725225,https://openalex.org/I200763008,28
https://openalex.org/I153267046,https://openalex.org/I187531555,15
https://openalex.org/I174306211,https://openalex.org/I4210155236,44
https://openalex.org/I24768866,https://openalex.org/I62318514,27
https://openalex.org/I206895457,https://openalex.org/I4210091434,10
https://openalex.org/I193223587,https://openalex.org/I2801533059,32
https://openalex.org/I149704539,https://openalex.org/I150729083,11
https://openalex.org/I149704539,https://openalex.org/I173911158,34
https://openalex.org/I149704539,https://openalex.org/I1850255,63
https://openalex.org/I149704539,https://openalex.org/I904495901,22
https://openalex.org/I150729083,https://openalex.org/I153718931,20
https://openalex.org/I150729083,https://openalex.org/I173911158,24
https://openalex.org/I150729083,https://openalex.org/I181369854,13
https://openalex.org/I150729083,https://openalex.org/I20121455,8
https://openalex.org/I150729083,https://openalex.org/I22465464,24
https://openalex.org/I150729083,https://openalex.org/I28407311,58
https://openalex.org/I150729083,https://openalex.org/I70931966,26
https://openalex.org/I153718931,https://openalex.org/I20121455,38
https://openalex.org/I173911158,https://openalex.org/I22465464,37
https://openalex.org/I173911158,https://openalex.org/I70931966,62
https://openalex.org/I55732556,https://openalex.org/I861853513,210
https://openalex.org/I138690464,https://openalex.org/I154526488,68
https://openalex.org/I154130895,https://openalex.org/I58918642,3
https://openalex.org/I154526488,https://openalex.org/I58918642,17
https://openalex.org/I58918642,https://openalex.org/I7877124,9
https://openalex.org/I189158943,https://openalex.org/I4210152641,3
https://openalex.org/I34809795,https://openalex.org/I4210152641,10
https://openalex.org/I136199984,https://openalex.org/I2610724,12
https://openalex.org/I138006243,https://openalex.org/I186903577,13
https://openalex.org/I138006243,https://openalex.org/I2610724,16
https://openalex.org/I138006243,https://openalex.org/I37696226,9
https://openalex.org/I153718931,https://openalex.org/I160013858,3
https://openalex.org/I153718931,https://openalex.org/I2610724,3
https://openalex.org/I153718931,https://openalex.org/I37696226,4
https://openalex.org/I160013858,https://openalex.org/I186903577,4
https://openalex.org/I160013858,https://openalex.org/I2610724,1
https://openalex.org/I160013858,https://openalex.org/I2613432,1
https://openalex.org/I160013858,https://openalex.org/I37696226,7
https://openalex.org/I165779595,https://openalex.org/I37696226,165
https://openalex.org/I185261750,https://openalex.org/I2610724,6
https://openalex.org/I186903577,https://openalex.org/I201448701,33
https://openalex.org/I201448701,https://openalex.org/I2610724,3
https://openalex.org/I204250578,https://openalex.org/I37696226,4
https://openalex.org/I204250578,https://openalex.org/I46247651,66
https://openalex.org/I241749,https://openalex.org/I46247651,310
https://openalex.org/I2610724,https://openalex.org/I2613432,3
https://openalex.org/I2610724,https://openalex.org/I28166907,5
https://openalex.org/I2610724,https://openalex.org/I37696226,1
https://openalex.org/I2610724,https://openalex.org/I46247651,1
https://openalex.org/I2610724,https://openalex.org/I5023651,8
https://openalex.org/I2610724,https://openalex.org/I97018004,15
https://openalex.org/I2613432,https://openalex.org/I37696226,4
https://openalex.org/I37696226,https://openalex.org/I4210087915,6
https://openalex.org/I37696226,https://openalex.org/I46247651,5
https://openalex.org/I37696226,https://openalex.org/I887968799,48
https://openalex.org/I37696226,https://openalex.org/I97018004,10
https://openalex.org/I46247651,https://openalex.org/I887968799,29
https://openalex.org/I149704539,https://openalex.org/I2799391451,2
https://openalex.org/I4210134900,https://openalex.org/I79238269,11
https://openalex.org/I129877168,https://openalex.org/I2610724,24
https://openalex.org/I161103922,https://openalex.org/I3121153395,2
https://openalex.org/I113456305,https://openalex.org/I197518295,31
https://openalex.org/I4577782,https://openalex.org/I4654613,78
https://openalex.org/I114112103,https://openalex.org/I24768866,18
https://openalex.org/I114112103,https://openalex.org/I4210166741,7
https://openalex.org/I24768866,https://openalex.org/I4210166741,2
https://openalex.org/I24768866,https://openalex.org/I926574661,13
https://openalex.org/I181369854,https://openalex.org/I2801697266,10
https://openalex.org/I177802217,https://openalex.org/I4387153937,51
https://openalex.org/I102335020,https://openalex.org/I154130895,57
https://openalex.org/I126231945,https://openalex.org/I83019370,24
https://openalex.org/I129774422,https://openalex.org/I83019370,45
https://openalex.org/I180923762,https://openalex.org/I83019370,33
https://openalex.org/I9341345,https://openalex.org/I98358874,19
https://openalex.org/I1340728805,https://openalex.org/I99464096,45
https://openalex.org/I2610724,https://openalex.org/I2799391451,1
https://openalex.org/I136199984,https://openalex.org/I4387152675,6
https://openalex.org/I11932220,https://openalex.org/I2801697266,8
https://openalex.org/I118501908,https://openalex.org/I28290843,22
https://openalex.org/I4210131029,https://openalex.org/I4577782,1
https://openalex.org/I161941770,https://openalex.org/I94509681,4
https://openalex.org/I120691247,https://openalex.org/I4210091434,7
https://openalex.org/I161046081,https://openalex.org/I94626330,22
https://openalex.org/I2799391451,https://openalex.org/I94626330,3
https://openalex.org/I2802164966,https://openalex.org/I94626330,13
https://openalex.org/I4210094062,https://openalex.org/I94626330,8
https://openalex.org/I4210100364,https://openalex.org/I94626330,5
https://openalex.org/I4210162051,https://openalex.org/I94626330,2
https://openalex.org/I131729948,https://openalex.org/I34771391,22
https://openalex.org/I119449181,https://openalex.org/I121883995,44
https://openalex.org/I119449181,https://openalex.org/I24768866,9
https://openalex.org/I161103922,https://openalex.org/I4210126259,1
https://openalex.org/I197323543,https://openalex.org/I4210126259,4
https://openalex.org/I2799391451,https://openalex.org/I4210126259,1
https://openalex.org/I4210100364,https://openalex.org/I4210126259,1
https://openalex.org/I4210103666,https://openalex.org/I4210113269,6
https://openalex.org/I190249584,https://openalex.org/I24354313,12
https://openalex.org/I118353179,https://openalex.org/I161103922,2
https://openalex.org/I171892758,https://openalex.org/I23923803,31
https://openalex.org/I23923803,https://openalex.org/I2799391451,16
https://openalex.org/I126596746,https://openalex.org/I4387152675,2
https://openalex.org/I268975460,https://openalex.org/I32597200,3
https://openalex.org/I155765044,https://openalex.org/I99464096,6
https://openalex.org/I4387152675,https://openalex.org/I926574661,10
https://openalex.org/I4387152675,https://openalex.org/I95793202,3
https://openalex.org/I28407311,https://openalex.org/I4210144394,14
https://openalex.org/I2610724,https://openalex.org/I861853513,5
https://openalex.org/I132053463,https://openalex.org/I1340728805,8
https://openalex.org/I132053463,https://openalex.org/I2607685603,1
https://openalex.org/I4210103666,https://openalex.org/I4387153937,1
https://openalex.org/I118564535,https://openalex.org/I4210104635,2
https://openalex.org/I4210104635,https://openalex.org/I97018004,1
https://openalex.org/I181369854,https://openalex.org/I98635879,14
https://openalex.org/I202963720,https://openalex.org/I2802076133,5
https://openalex.org/I141596103,https://openalex.org/I32021983,104
https://openalex.org/I190082696,https://openalex.org/I7877124,18
https://openalex.org/I2610724,https://openalex.org/I2802076133,4
https://openalex.org/I161103922,https://openalex.org/I4210135516,3
https://openalex.org/I141596103,https://openalex.org/I193700539,38
https://openalex.org/I141596103,https://openalex.org/I392282,4
https://openalex.org/I186903577,https://openalex.org/I4210098248,15
https://openalex.org/I26538001,https://openalex.org/I4210087915,92
https://openalex.org/I4210087915,https://openalex.org/I66946132,217
https://openalex.org/I135140700,https://openalex.org/I2800742272,43
https://openalex.org/I12912129,https://openalex.org/I4210162051,8
https://openalex.org/I200763008,https://openalex.org/I4210110507,2
https://openalex.org/I4210110507,https://openalex.org/I7877124,4
https://openalex.org/I4210110507,https://openalex.org/I9341345,6
https://openalex.org/I170486558,https://openalex.org/I204250578,63
https://openalex.org/I185261750,https://openalex.org/I206945453,19
https://openalex.org/I206945453,https://openalex.org/I2802076133,17
https://openalex.org/I206945453,https://openalex.org/I70931966,4
https://openalex.org/I2802076133,https://openalex.org/I70931966,2
https://openalex.org/I120691247,https://openalex.org/I177802217,9
https://openalex.org/I176453806,https://openalex.org/I40413290,16
https://openalex.org/I40413290,https://openalex.org/I68956291,10
https://openalex.org/I161103922,https://openalex.org/I94575722,1
https://openalex.org/I926574661,https://openalex.org/I94575722,5
https://openalex.org/I177802217,https://openalex.org/I4210164098,1
https://openalex.org/I137533716,https://openalex.org/I268975460,2
https://openalex.org/I182534213,https://openalex.org/I4210091434,9
https://openalex.org/I2801227569,https://openalex.org/I4210091434,5
https://openalex.org/I32597200,https://openalex.org/I4210091434,5
https://openalex.org/I1340728805,https://openalex.org/I16391192,22
https://openalex.org/I19894307,https://openalex.org/I4210095701,4
https://openalex.org/I4210095701,https://openalex.org/I9360294,42
https://openalex.org/I161103922,https://openalex.org/I24227732,1
https://openalex.org/I150729083,https://openalex.org/I200763008,18
https://openalex.org/I39343248,https://openalex.org/I4210088287,1
https://openalex.org/I4210088287,https://openalex.org/I75951250,1
https://openalex.org/I120691247,https://openalex.org/I1340728805,16
https://openalex.org/I161103922,https://openalex.org/I4210089995,2
https://openalex.org/I36522303,https://openalex.org/I45084792,6
https://openalex.org/I149704539,https://openalex.org/I15766117,14
https://openalex.org/I149704539,https://openalex.org/I186354981,5
https://openalex.org/I149704539,https://openalex.org/I190134885,1
https://openalex.org/I15766117,https://openalex.org/I186354981,29
https://openalex.org/I15766117,https://openalex.org/I193700539,17
https://openalex.org/I186354981,https://openalex.org/I193700539,14
https://openalex.org/I186354981,https://openalex.org/I200763008,8
https://openalex.org/I190134885,https://openalex.org/I200763008,11
https://openalex.org/I190134885,https://openalex.org/I865915315,11
https://openalex.org/I118353179,https://openalex.org/I4577782,12
https://openalex.org/I153267046,https://openalex.org/I167360494,34
https://openalex.org/I153267046,https://openalex.org/I254029264,6
https://openalex.org/I206895457,https://openalex.org/I254029264,7
https://openalex.org/I254029264,https://openalex.org/I60668342,10
https://openalex.org/I4210100468,https://openalex.org/I88060688,5
https://openalex.org/I1294671590,https://openalex.org/I201850948,5
https://openalex.org/I154526488,https://openalex.org/I201850948,1
https://openalex.org/I201850948,https://openalex.org/I277688954,8
https://openalex.org/I201850948,https://openalex.org/I4210103666,1
https://openalex.org/I3018771216,https://openalex.org/I32597200,38
https://openalex.org/I186354981,https://openalex.org/I2610724,16
https://openalex.org/I121883995,https://openalex.org/I180437899,212
https://openalex.org/I121883995,https://openalex.org/I5023651,24
https://openalex.org/I206945453,https://openalex.org/I5023651,14
https://openalex.org/I181565077,https://openalex.org/I20581793,11
https://openalex.org/I201448701,https://openalex.org/I20581793,220
https://openalex.org/I138801177,https://openalex.org/I4210156283,1
https://openalex.org/I103531236,https://openalex.org/I173911158,57
https://openalex.org/I103531236,https://openalex.org/I24603500,149
https://openalex.org/I103531236,https://openalex.org/I39343248,10
https://openalex.org/I103531236,https://openalex.org/I4210166741,3
https://openalex.org/I157725225,https://openalex.org/I2613432,209
https://openalex.org/I157725225,https://openalex.org/I4210166741,9
https://openalex.org/I165143802,https://openalex.org/I4210166741,26
https://openalex.org/I173911158,https://openalex.org/I2613432,85
https://openalex.org/I173911158,https://openalex.org/I4210166741,7
https://openalex.org/I201448701,https://openalex.org/I4210166741,7
https://openalex.org/I24603500,https://openalex.org/I2613432,122
https://openalex.org/I24603500,https://openalex.org/I4210166741,5
https://openalex.org/I2613432,https://openalex.org/I4210166741,5
https://openalex.org/I4210166741,https://openalex.org/I57206974,37
https://openalex.org/I174306211,https://openalex.org/I200763008,30
https://openalex.org/I202391551,https://openalex.org/I66946132,44
https://openalex.org/I153718931,https://openalex.org/I4210122071,13
https://openalex.org/I4210122071,https://openalex.org/I5023651,60
https://openalex.org/I4210097094,https://openalex.org/I4210110517,2
https://openalex.org/I34809795,https://openalex.org/I37696226,24
https://openalex.org/I118501908,https://openalex.org/I121797337,41
https://openalex.org/I114112103,https://openalex.org/I189712700,88
https://openalex.org/I151746483,https://openalex.org/I44260953,10
https://openalex.org/I193619901,https://openalex.org/I34809795,2
https://openalex.org/I193700539,https://openalex.org/I60668342,5
https://openalex.org/I134235054,https://openalex.org/I161103922,1
https://openalex.org/I134235054,https://openalex.org/I24768866,3
https://openalex.org/I193662353,https://openalex.org/I24768866,42
https://openalex.org/I138689650,https://openalex.org/I31512782,155
https://openalex.org/I124055696,https://openalex.org/I134113660,50
https://openalex.org/I134113660,https://openalex.org/I196349391,6
https://openalex.org/I16733864,https://openalex.org/I60668342,34
https://openalex.org/I129774422,https://openalex.org/I4210097841,1
https://openalex.org/I26538001,https://openalex.org/I4210100468,1
https://openalex.org/I4210100364,https://openalex.org/I4210104635,5
https://openalex.org/I107257983,https://openalex.org/I89864525,6
https://openalex.org/I114112103,https://openalex.org/I7876267,2
https://openalex.org/I7876267,https://openalex.org/I89864525,2
https://openalex.org/I107257983,https://openalex.org/I1850255,3
https://openalex.org/I31512782,https://openalex.org/I89864525,22
https://openalex.org/I200763008,https://openalex.org/I86695891,7
https://openalex.org/I161103922,https://openalex.org/I4210100923,1
https://openalex.org/I181343428,https://openalex.org/I4210100923,11
https://openalex.org/I4210100923,https://openalex.org/I45129253,4
https://openalex.org/I4210100923,https://openalex.org/I9341345,1
https://openalex.org/I170486558,https://openalex.org/I268975460,9
https://openalex.org/I159743108,https://openalex.org/I161103922,1
https://openalex.org/I36522303,https://openalex.org/I94626330,13
https://openalex.org/I137902535,https://openalex.org/I2801533059,3
https://openalex.org/I137902535,https://openalex.org/I3018771216,8
https://openalex.org/I62318514,https://openalex.org/I98358874,95
https://openalex.org/I20121455,https://openalex.org/I2801697266,7
https://openalex.org/I2801697266,https://openalex.org/I904495901,23
https://openalex.org/I106157433,https://openalex.org/I120691247,17
https://openalex.org/I106157433,https://openalex.org/I4210091434,9
https://openalex.org/I102134673,https://openalex.org/I186903577,50
https://openalex.org/I119449181,https://openalex.org/I13469542,3
https://openalex.org/I24768866,https://openalex.org/I28407311,32
https://openalex.org/I24768866,https://openalex.org/I899635006,50
https://openalex.org/I120691247,https://openalex.org/I94626330,10
https://openalex.org/I268975460,https://openalex.org/I3123573182,6
https://openalex.org/I3123573182,https://openalex.org/I40120149,19
https://openalex.org/I170658231,https://openalex.org/I34352273,7
https://openalex.org/I161941770,https://openalex.org/I4210162051,6
https://openalex.org/I4210089995,https://openalex.org/I8204097,69
https://openalex.org/I135140700,https://openalex.org/I201850948,26
https://openalex.org/I201850948,https://openalex.org/I268975460,1
https://openalex.org/I201850948,https://openalex.org/I34352273,3
https://openalex.org/I154130895,https://openalex.org/I167360494,29
https://openalex.org/I161593684,https://openalex.org/I200332995,218
https://openalex.org/I167360494,https://openalex.org/I32597200,143
https://openalex.org/I167360494,https://openalex.org/I24603500,18
https://openalex.org/I206945453,https://openalex.org/I24603500,4
https://openalex.org/I130701444,https://openalex.org/I13469542,252
https://openalex.org/I130701444,https://openalex.org/I167360494,134
https://openalex.org/I130701444,https://openalex.org/I200332995,146
https://openalex.org/I130701444,https://openalex.org/I904495901,259
https://openalex.org/I114457229,https://openalex.org/I2800742272,39
https://openalex.org/I118564535,https://openalex.org/I173911158,116
https://openalex.org/I118564535,https://openalex.org/I2800742272,18
https://openalex.org/I11932220,https://openalex.org/I206895457,7
https://openalex.org/I11932220,https://openalex.org/I2800742272,5
https://openalex.org/I11932220,https://openalex.org/I9360294,150
https://openalex.org/I153976015,https://openalex.org/I173911158,23
https://openalex.org/I153976015,https://openalex.org/I206895457,9
https://openalex.org/I153976015,https://openalex.org/I2800742272,4
https://openalex.org/I153976015,https://openalex.org/I4577782,52
https://openalex.org/I161046081,https://openalex.org/I173911158,38
https://openalex.org/I161046081,https://openalex.org/I2800742272,18
https://openalex.org/I167360494,https://openalex.org/I173911158,2
https://openalex.org/I167360494,https://openalex.org/I193223587,8
https://openalex.org/I167360494,https://openalex.org/I9360294,7
https://openalex.org/I173911158,https://openalex.org/I184942183,1174
https://openalex.org/I173911158,https://openalex.org/I189158943,105
https://openalex.org/I173911158,https://openalex.org/I193223587,7
https://openalex.org/I173911158,https://openalex.org/I206895457,2
https://openalex.org/I173911158,https://openalex.org/I2800742272,1
https://openalex.org/I184942183,https://openalex.org/I2800742272,16
https://openalex.org/I185261750,https://openalex.org/I206895457,25
https://openalex.org/I185261750,https://openalex.org/I2800742272,14
https://openalex.org/I193223587,https://openalex.org/I200332995,89
https://openalex.org/I193223587,https://openalex.org/I206895457,8
https://openalex.org/I193223587,https://openalex.org/I2800742272,2
https://openalex.org/I193223587,https://openalex.org/I899635006,113
https://openalex.org/I201448701,https://openalex.org/I206895457,39
https://openalex.org/I201448701,https://openalex.org/I2800742272,17
https://openalex.org/I206895457,https://openalex.org/I9360294,14
https://openalex.org/I2800742272,https://openalex.org/I45129253,4
https://openalex.org/I2800742272,https://openalex.org/I9360294,3
https://openalex.org/I167360494,https://openalex.org/I98358874,16
https://openalex.org/I167360494,https://openalex.org/I17937529,12
https://openalex.org/I167360494,https://openalex.org/I4210111460,5
https://openalex.org/I167360494,https://openalex.org/I78037679,2
https://openalex.org/I17937529,https://openalex.org/I2801697266,14
https://openalex.org/I200777214,https://openalex.org/I2801697266,5
https://openalex.org/I2801697266,https://openalex.org/I28166907,7
https://openalex.org/I138689650,https://openalex.org/I167360494,41
https://openalex.org/I138801177,https://openalex.org/I167360494,2
https://openalex.org/I137902535,https://openalex.org/I167360494,5
https://openalex.org/I137902535,https://openalex.org/I171892758,75
https://openalex.org/I137902535,https://openalex.org/I181369854,52
https://openalex.org/I157725225,https://openalex.org/I167360494,23
https://openalex.org/I16733864,https://openalex.org/I167360494,29
https://openalex.org/I186903577,https://openalex.org/I76198965,36
https://openalex.org/I4210138519,https://openalex.org/I62916508,20
https://openalex.org/I108403487,https://openalex.org/I124055696,24
https://openalex.org/I108403487,https://openalex.org/I190082696,23
https://openalex.org/I108403487,https://openalex.org/I21491767,9
https://openalex.org/I167360494,https://openalex.org/I19894307,10
https://openalex.org/I100066346,https://openalex.org/I167360494,24
https://openalex.org/I100066346,https://openalex.org/I186903577,47
https://openalex.org/I171892758,https://openalex.org/I189712700,62
https://openalex.org/I171892758,https://openalex.org/I54009628,125
https://openalex.org/I186903577,https://openalex.org/I31512782,83
https://openalex.org/I186903577,https://openalex.org/I4577782,87
https://openalex.org/I189712700,https://openalex.org/I31512782,28
https://openalex.org/I129774422,https://openalex.org/I173911158,26
https://openalex.org/I114457229,https://openalex.org/I4210135516,9
https://openalex.org/I123387679,https://openalex.org/I4210135516,3
https://openalex.org/I124055696,https://openalex.org/I4210135516,5
https://openalex.org/I130701444,https://openalex.org/I4210135516,7
https://openalex.org/I132053463,https://openalex.org/I4210135516,5
https://openalex.org/I136199984,https://openalex.org/I4210135516,4
https://openalex.org/I138689650,https://openalex.org/I4210135516,1
https://openalex.org/I161593684,https://openalex.org/I4210135516,4
https://openalex.org/I197323543,https://openalex.org/I4210135516,7
https://openalex.org/I204250578,https://openalex.org/I4210135516,3
https://openalex.org/I22465464,https://openalex.org/I4210135516,10
https://openalex.org/I32597200,https://openalex.org/I4210135516,2
https://openalex.org/I4210135516,https://openalex.org/I62916508,6
https://openalex.org/I4210135516,https://openalex.org/I66946132,4
https://openalex.org/I167360494,https://openalex.org/I27483092,3
https://openalex.org/I130701444,https://openalex.org/I174306211,114
https://openalex.org/I141945490,https://openalex.org/I167360494,12
https://openalex.org/I167360494,https://openalex.org/I174306211,4
https://openalex.org/I171892758,https://openalex.org/I174306211,73
https://openalex.org/I102197404,https://openalex.org/I40527276,16
https://openalex.org/I145847075,https://openalex.org/I167360494,39
https://openalex.org/I167360494,https://openalex.org/I40527276,14
https://openalex.org/I180437899,https://openalex.org/I40527276,43
https://openalex.org/I40527276,https://openalex.org/I899635006,17
https://openalex.org/I167360494,https://openalex.org/I17866349,5
https://openalex.org/I167360494,https://openalex.org/I4210110507,5
https://openalex.org/I167360494,https://openalex.org/I46247651,19
https://openalex.org/I186354981,https://openalex.org/I46247651,2
https://openalex.org/I186354981,https://openalex.org/I62916508,161
https://openalex.org/I16733864,https://openalex.org/I904495901,14
https://openalex.org/I167360494,https://openalex.org/I90610280,1
https://openalex.org/I206945453,https://openalex.org/I51601045,12
https://openalex.org/I121797337,https://openalex.org/I167360494,6
https://openalex.org/I159129438,https://openalex.org/I166825849,9
https://openalex.org/I159129438,https://openalex.org/I18014758,109
https://openalex.org/I159129438,https://openalex.org/I181369854,22
https://openalex.org/I159129438,https://openalex.org/I40413290,7
https://openalex.org/I159129438,https://openalex.org/I4210121044,3
https://openalex.org/I159129438,https://openalex.org/I5561750,11
https://openalex.org/I159129438,https://openalex.org/I66946132,52
https://openalex.org/I159129438,https://openalex.org/I913958620,24
https://openalex.org/I161593684,https://openalex.org/I25217355,139
https://openalex.org/I161593684,https://openalex.org/I79238269,85
https://openalex.org/I166825849,https://openalex.org/I18014758,37
https://openalex.org/I166825849,https://openalex.org/I4210121044,10
https://openalex.org/I166825849,https://openalex.org/I66946132,69
https://openalex.org/I167360494,https://openalex.org/I18014758,5
https://openalex.org/I167360494,https://openalex.org/I40413290,6
https://openalex.org/I167360494,https://openalex.org/I4210121044,4
https://openalex.org/I167360494,https://openalex.org/I5561750,8
https://openalex.org/I167360494,https://openalex.org/I70931966,5
https://openalex.org/I167360494,https://openalex.org/I79238269,6
https://openalex.org/I18014758,https://openalex.org/I25217355,15
https://openalex.org/I18014758,https://openalex.org/I40413290,4
https://openalex.org/I18014758,https://openalex.org/I4210121044,6
https://openalex.org/I18014758,https://openalex.org/I5561750,11
https://openalex.org/I18014758,https://openalex.org/I79238269,15
https://openalex.org/I181369854,https://openalex.org/I4210121044,6
https://openalex.org/I181369854,https://openalex.org/I79238269,56
https://openalex.org/I187531555,https://openalex.org/I4210121044,12
https://openalex.org/I25217355,https://openalex.org/I40413290,11
https://openalex.org/I25217355,https://openalex.org/I4210121044,7
https://openalex.org/I40413290,https://openalex.org/I70931966,9
https://openalex.org/I40413290,https://openalex.org/I79238269,25
https://openalex.org/I4210121044,https://openalex.org/I5561750,5
https://openalex.org/I4210121044,https://openalex.org/I66946132,28
https://openalex.org/I4210121044,https://openalex.org/I79238269,11
https://openalex.org/I66946132,https://openalex.org/I79238269,34
https://openalex.org/I119449181,https://openalex.org/I167360494,15
https://openalex.org/I106118109,https://openalex.org/I5561750,29
https://openalex.org/I167360494,https://openalex.org/I182534213,3
https://openalex.org/I167360494,https://openalex.org/I2802934949,8
https://openalex.org/I137533716,https://openalex.org/I149213910,7
https://openalex.org/I157614274,https://openalex.org/I167360494,30
https://openalex.org/I138006243,https://openalex.org/I171892758,85
https://openalex.org/I113456305,https://openalex.org/I55732556,79
https://openalex.org/I167360494,https://openalex.org/I33256026,21
https://openalex.org/I16733864,https://openalex.org/I181369854,29
https://openalex.org/I200332995,https://openalex.org/I2801227569,13
https://openalex.org/I141596103,https://openalex.org/I4092182,44
https://openalex.org/I167360494,https://openalex.org/I4092182,5
https://openalex.org/I2802164966,https://openalex.org/I4092182,11
https://openalex.org/I114457229,https://openalex.org/I8961855,168
https://openalex.org/I186354981,https://openalex.org/I189712700,8
https://openalex.org/I186354981,https://openalex.org/I202697423,26
https://openalex.org/I186354981,https://openalex.org/I57206974,9
https://openalex.org/I100066346,https://openalex.org/I130701444,71
https://openalex.org/I100066346,https://openalex.org/I16835326,45
https://openalex.org/I16835326,https://openalex.org/I176453806,26
https://openalex.org/I206945453,https://openalex.org/I57206974,6
https://openalex.org/I167360494,https://openalex.org/I2972652528,7
https://openalex.org/I167360494,https://openalex.org/I97018004,10
https://openalex.org/I2972652528,https://openalex.org/I99464096,23
https://openalex.org/I102335020,https://openalex.org/I24768866,33
https://openalex.org/I167360494,https://openalex.org/I24768866,1
https://openalex.org/I171892758,https://openalex.org/I24768866,8
https://openalex.org/I180923762,https://openalex.org/I24768866,50
https://openalex.org/I24768866,https://openalex.org/I8204097,37
https://openalex.org/I102335020,https://openalex.org/I201850948,25
https://openalex.org/I167360494,https://openalex.org/I201850948,17
https://openalex.org/I201448701,https://openalex.org/I201850948,16
https://openalex.org/I201850948,https://openalex.org/I2738703131,13
https://openalex.org/I201850948,https://openalex.org/I39343248,16
https://openalex.org/I201850948,https://openalex.org/I4210128565,7
https://openalex.org/I167360494,https://openalex.org/I2613432,3
https://openalex.org/I18014758,https://openalex.org/I2613432,43
https://openalex.org/I150729083,https://openalex.org/I167360494,2
https://openalex.org/I150729083,https://openalex.org/I197323543,13
https://openalex.org/I150729083,https://openalex.org/I86987016,8
https://openalex.org/I24603500,https://openalex.org/I34771391,19
https://openalex.org/I24603500,https://openalex.org/I86987016,26
https://openalex.org/I2613432,https://openalex.org/I34771391,8
https://openalex.org/I34771391,https://openalex.org/I86987016,52
https://openalex.org/I153718931,https://openalex.org/I167360494,1
https://openalex.org/I135140700,https://openalex.org/I155417937,110
https://openalex.org/I155417937,https://openalex.org/I167360494,7
https://openalex.org/I100066346,https://openalex.org/I102520234,7
https://openalex.org/I102520234,https://openalex.org/I167360494,32
https://openalex.org/I102520234,https://openalex.org/I200332995,45
https://openalex.org/I13469542,https://openalex.org/I160013858,8
https://openalex.org/I160013858,https://openalex.org/I32597200,26
https://openalex.org/I106157433,https://openalex.org/I8961855,7
https://openalex.org/I113456305,https://openalex.org/I8961855,31
https://openalex.org/I149704539,https://openalex.org/I167360494,3
https://openalex.org/I134235054,https://openalex.org/I167360494,1
https://openalex.org/I134235054,https://openalex.org/I204337017,3
https://openalex.org/I134235054,https://openalex.org/I34352273,16
https://openalex.org/I167360494,https://openalex.org/I4210122071,1
https://openalex.org/I102335020,https://openalex.org/I102520234,26
https://openalex.org/I40527276,https://openalex.org/I94509681,17
https://openalex.org/I169381384,https://openalex.org/I206945453,49
https://openalex.org/I137594350,https://openalex.org/I167360494,9
https://openalex.org/I167360494,https://openalex.org/I197518295,21
https://openalex.org/I197518295,https://openalex.org/I40120149,125
https://openalex.org/I200332995,https://openalex.org/I4210135516,5
https://openalex.org/I4210135516,https://openalex.org/I95674353,1
https://openalex.org/I171892758,https://openalex.org/I40527276,36
https://openalex.org/I12912129,https://openalex.org/I167360494,10
https://openalex.org/I12912129,https://openalex.org/I206945453,9
https://openalex.org/I166401450,https://openalex.org/I167360494,35
https://openalex.org/I197323543,https://openalex.org/I201850948,22
https://openalex.org/I121883995,https://openalex.org/I25974101,64
https://openalex.org/I118501908,https://openalex.org/I135140700,62
https://openalex.org/I16733864,https://openalex.org/I4665924,10
https://openalex.org/I167360494,https://openalex.org/I63274643,14
https://openalex.org/I171892758,https://openalex.org/I186354981,3
https://openalex.org/I181369854,https://openalex.org/I186354981,44
https://openalex.org/I167360494,https://openalex.org/I4210094921,7
https://openalex.org/I167360494,https://openalex.org/I5593406,3
https://openalex.org/I5593406,https://openalex.org/I94509681,6
https://openalex.org/I100066346,https://openalex.org/I94626330,20
https://openalex.org/I137594350,https://openalex.org/I78650965,90
https://openalex.org/I137594350,https://openalex.org/I887968799,37
https://openalex.org/I139024713,https://openalex.org/I167360494,2
https://openalex.org/I139024713,https://openalex.org/I24603500,70
https://openalex.org/I141596103,https://openalex.org/I2802076133,24
https://openalex.org/I141596103,https://openalex.org/I4387153937,16
https://openalex.org/I167360494,https://openalex.org/I861853513,8
https://openalex.org/I106157433,https://openalex.org/I186354981,32
https://openalex.org/I174306211,https://openalex.org/I25217355,145
https://openalex.org/I23923803,https://openalex.org/I904495901,31
https://openalex.org/I202697423,https://openalex.org/I4210138519,18
https://openalex.org/I167360494,https://openalex.org/I202963720,17
https://openalex.org/I171892758,https://openalex.org/I202963720,10
https://openalex.org/I167360494,https://openalex.org/I21193070,1
https://openalex.org/I171892758,https://openalex.org/I21193070,8
https://openalex.org/I126231945,https://openalex.org/I200332995,7
https://openalex.org/I111088046,https://openalex.org/I20121455,22
https://openalex.org/I202963720,https://openalex.org/I904495901,26
https://openalex.org/I149213910,https://openalex.org/I206895457,22
